id,nama,age,gender,harga_beli,kind_of_food,restaurant,friends,jumlah_klik_produk_tertentu,review,lokasi_resto
9489,User9489,32,Male,88.28,Dessert,Burger King,386,5,"Terrible experience, food was awful.",Jakarta
9490,User9490,20,Female,59.62,Fast Food,KFC,86,5,"Poor quality, not worth the money.",Jogja
9491,User9491,38,Male,63.98,Fast Food,KFC,134,15,The food was bland and tasteless.,Jogja
9492,User9492,46,Female,7.87,Dessert,JCo,13,19,"Poor quality, not worth the money.",Malang
9493,User9493,66,Male,81.55,Healthy,Burger King,197,15,"Unimpressed with the taste, won't return.",Jogja
9494,User9494,55,Female,10.64,Beverage,McDonald's,242,18,"Excellent taste, worth every penny!",Malang
9495,User9495,60,Male,28.74,Beverage,McDonald's,126,17,Very tasty and well-prepared.,Bandung
9496,User9496,24,Female,71.01,Fast Food,McDonald's,11,1,"Great food, definitely coming back.",Bandung
9497,User9497,62,Female,34.06,Dessert,KFC,145,6,"Unimpressed with the taste, won't return.",Jakarta
9498,User9498,30,Male,8.1,Fast Food,KFC,108,19,"Great food, definitely coming back.",Jogja
9499,User9499,24,Male,41.89,Healthy,Starbucks,399,19,"Excellent taste, worth every penny!",Malang
9500,User9500,65,Male,49.44,Dessert,KFC,382,0,"Amazing flavors, highly recommend!",Jakarta
9501,User9501,29,Male,68.38,Dessert,JCo,87,2,"Terrible experience, food was awful.",Jakarta
9502,User9502,40,Male,88.52,Beverage,Mi Gacoan,299,13,"Poor quality, not worth the money.",Malang
9503,User9503,40,Male,35.85,Dessert,Burger King,264,0,"Not worth the price, very disappointing.",Bandung
9504,User9504,40,Male,57.85,Beverage,Burger King,497,7,"Not worth the price, very disappointing.",Malang
9505,User9505,67,Male,69.1,Beverage,McDonald's,498,12,"Excellent taste, worth every penny!",Bandung
9506,User9506,52,Female,39.36,Fast Food,Starbucks,470,18,"Poor quality, not worth the money.",Jogja
9507,User9507,33,Female,99.73,Beverage,Mi Gacoan,407,8,"Terrible experience, food was awful.",Jakarta
9508,User9508,46,Female,55.14,Healthy,Burger King,8,7,"Not worth the price, very disappointing.",Jogja
9509,User9509,42,Female,83.61,Healthy,JCo,208,10,"Amazing flavors, highly recommend!",Bandung
9510,User9510,69,Male,98.65,Beverage,McDonald's,5,4,"Not worth the price, very disappointing.",Surabaya
9511,User9511,29,Male,91.71,Beverage,Starbucks,228,17,Very tasty and well-prepared.,Jakarta
9512,User9512,63,Female,99.26,Dessert,JCo,439,3,The food was delicious and fresh!,Bandung
9513,User9513,59,Female,46.65,Healthy,McDonald's,322,5,"Amazing flavors, highly recommend!",Jakarta
9514,User9514,28,Male,61.35,Dessert,McDonald's,475,3,"Excellent taste, worth every penny!",Jakarta
9515,User9515,25,Male,41.42,Beverage,Burger King,204,15,"Unimpressed with the taste, won't return.",Bandung
9516,User9516,66,Male,6.38,Beverage,Mi Gacoan,2,13,The food was delicious and fresh!,Surabaya
9517,User9517,55,Male,18.33,Fast Food,JCo,223,19,"Great food, definitely coming back.",Bandung
9518,User9518,36,Female,36.9,Fast Food,Mi Gacoan,440,12,Very tasty and well-prepared.,Bandung
9519,User9519,39,Female,7.14,Beverage,KFC,390,7,"Unimpressed with the taste, won't return.",Bandung
9520,User9520,46,Female,7.05,Healthy,KFC,434,15,"Poor quality, not worth the money.",Surabaya
9521,User9521,25,Male,50.49,Fast Food,Burger King,428,0,Very tasty and well-prepared.,Malang
9522,User9522,50,Female,33.39,Beverage,JCo,158,19,Very tasty and well-prepared.,Bandung
9523,User9523,18,Male,70.73,Healthy,KFC,136,4,"Unimpressed with the taste, won't return.",Jakarta
9524,User9524,52,Male,80.95,Fast Food,Burger King,411,3,"Not worth the price, very disappointing.",Jogja
9525,User9525,68,Male,95.29,Fast Food,KFC,458,13,"Unimpressed with the taste, won't return.",Malang
9526,User9526,61,Female,50.89,Healthy,Mi Gacoan,116,6,The food was bland and tasteless.,Malang
9527,User9527,55,Male,79.78,Beverage,McDonald's,198,9,The food was bland and tasteless.,Jogja
9528,User9528,46,Female,29.73,Beverage,Burger King,363,4,"Not worth the price, very disappointing.",Bandung
9529,User9529,47,Male,100.0,Beverage,Burger King,246,10,"Terrible experience, food was awful.",Bandung
9530,User9530,24,Female,45.97,Healthy,Mi Gacoan,265,12,"Not worth the price, very disappointing.",Jakarta
9531,User9531,22,Female,25.03,Healthy,Starbucks,481,17,"Terrible experience, food was awful.",Jogja
9532,User9532,27,Male,26.3,Beverage,JCo,272,12,"Not worth the price, very disappointing.",Malang
9533,User9533,25,Male,83.8,Dessert,KFC,414,0,The food was delicious and fresh!,Malang
9534,User9534,36,Male,17.42,Beverage,KFC,255,1,"Excellent taste, worth every penny!",Bandung
9535,User9535,62,Female,10.49,Fast Food,McDonald's,397,12,The food was bland and tasteless.,Malang
9536,User9536,48,Female,61.38,Healthy,Burger King,473,14,"Not worth the price, very disappointing.",Bandung
9537,User9537,31,Male,5.99,Beverage,JCo,488,9,"Excellent taste, worth every penny!",Surabaya
9538,User9538,63,Male,22.43,Beverage,McDonald's,471,14,"Not worth the price, very disappointing.",Jakarta
9539,User9539,43,Female,97.8,Fast Food,McDonald's,194,6,"Amazing flavors, highly recommend!",Malang
9540,User9540,57,Female,7.26,Beverage,JCo,109,8,"Poor quality, not worth the money.",Jakarta
9541,User9541,52,Male,61.65,Fast Food,KFC,411,17,Very tasty and well-prepared.,Jakarta
9542,User9542,65,Female,51.69,Healthy,Starbucks,186,2,The food was delicious and fresh!,Malang
9543,User9543,59,Female,10.16,Dessert,JCo,229,18,"Not worth the price, very disappointing.",Bandung
9544,User9544,63,Female,29.86,Fast Food,KFC,36,6,"Excellent taste, worth every penny!",Jogja
9545,User9545,38,Male,97.32,Beverage,McDonald's,33,19,"Poor quality, not worth the money.",Malang
9546,User9546,61,Female,72.48,Dessert,Starbucks,308,16,"Poor quality, not worth the money.",Malang
9547,User9547,42,Female,7.93,Fast Food,Starbucks,244,14,"Great food, definitely coming back.",Jogja
9548,User9548,33,Female,95.63,Beverage,Mi Gacoan,95,1,"Unimpressed with the taste, won't return.",Surabaya
9549,User9549,33,Female,72.88,Beverage,McDonald's,434,5,"Terrible experience, food was awful.",Jogja
9550,User9550,39,Female,53.75,Beverage,Burger King,272,12,The food was delicious and fresh!,Bandung
9551,User9551,61,Male,37.69,Beverage,McDonald's,154,1,"Terrible experience, food was awful.",Jakarta
9552,User9552,24,Female,12.62,Beverage,McDonald's,1,15,The food was bland and tasteless.,Malang
9553,User9553,48,Female,43.28,Beverage,Burger King,461,7,"Not worth the price, very disappointing.",Jakarta
9554,User9554,40,Female,53.62,Healthy,KFC,491,6,"Not worth the price, very disappointing.",Surabaya
9555,User9555,50,Male,51.68,Fast Food,Starbucks,62,16,"Terrible experience, food was awful.",Surabaya
9556,User9556,67,Female,56.56,Healthy,Mi Gacoan,257,12,"Amazing flavors, highly recommend!",Malang
9557,User9557,36,Female,46.0,Fast Food,Burger King,342,0,"Excellent taste, worth every penny!",Jogja
9558,User9558,28,Female,12.01,Dessert,KFC,188,10,The food was delicious and fresh!,Bandung
9559,User9559,47,Male,59.23,Beverage,JCo,9,3,"Not worth the price, very disappointing.",Surabaya
9560,User9560,44,Male,91.03,Dessert,JCo,308,9,"Excellent taste, worth every penny!",Malang
9561,User9561,29,Male,29.96,Dessert,JCo,146,4,"Terrible experience, food was awful.",Malang
9562,User9562,44,Female,69.46,Dessert,Starbucks,362,4,The food was bland and tasteless.,Surabaya
9563,User9563,47,Male,61.53,Fast Food,KFC,371,11,Very tasty and well-prepared.,Jogja
9564,User9564,34,Female,16.47,Beverage,Burger King,211,5,"Terrible experience, food was awful.",Malang
9565,User9565,26,Male,13.79,Healthy,Mi Gacoan,470,14,The food was bland and tasteless.,Jogja
9566,User9566,26,Female,78.91,Dessert,Starbucks,302,8,"Great food, definitely coming back.",Jogja
9567,User9567,52,Male,44.26,Beverage,Mi Gacoan,365,10,"Great food, definitely coming back.",Bandung
9568,User9568,46,Male,57.91,Dessert,Burger King,436,1,"Unimpressed with the taste, won't return.",Jakarta
9569,User9569,56,Male,77.16,Beverage,Starbucks,461,15,The food was delicious and fresh!,Jakarta
9570,User9570,58,Female,89.44,Fast Food,Mi Gacoan,421,13,"Amazing flavors, highly recommend!",Jogja
9571,User9571,18,Female,68.81,Dessert,Starbucks,222,2,"Not worth the price, very disappointing.",Surabaya
9572,User9572,54,Male,85.6,Dessert,Starbucks,141,15,Very tasty and well-prepared.,Bandung
9573,User9573,44,Male,54.49,Fast Food,Burger King,442,6,The food was bland and tasteless.,Bandung
9574,User9574,32,Male,64.32,Dessert,JCo,451,6,"Excellent taste, worth every penny!",Bandung
9575,User9575,52,Female,48.97,Fast Food,JCo,106,14,Very tasty and well-prepared.,Bandung
9576,User9576,50,Male,89.75,Fast Food,McDonald's,462,8,"Poor quality, not worth the money.",Jakarta
9577,User9577,69,Male,48.15,Beverage,KFC,230,15,"Unimpressed with the taste, won't return.",Bandung
9578,User9578,57,Female,7.33,Healthy,KFC,96,13,"Amazing flavors, highly recommend!",Malang
9579,User9579,54,Male,20.8,Beverage,KFC,308,7,The food was bland and tasteless.,Bandung
9580,User9580,38,Female,7.26,Fast Food,Mi Gacoan,213,13,"Terrible experience, food was awful.",Bandung
9581,User9581,21,Female,96.0,Dessert,Starbucks,75,18,"Great food, definitely coming back.",Bandung
9582,User9582,49,Male,63.39,Dessert,JCo,191,17,"Unimpressed with the taste, won't return.",Surabaya
9583,User9583,32,Male,46.77,Fast Food,McDonald's,453,15,The food was bland and tasteless.,Malang
9584,User9584,19,Female,16.74,Beverage,Burger King,409,11,The food was delicious and fresh!,Surabaya
9585,User9585,49,Female,17.39,Beverage,Burger King,172,4,"Unimpressed with the taste, won't return.",Surabaya
9586,User9586,50,Male,69.64,Beverage,Burger King,124,9,The food was bland and tasteless.,Bandung
9587,User9587,67,Female,90.1,Fast Food,Starbucks,154,14,"Poor quality, not worth the money.",Surabaya
9588,User9588,51,Female,11.9,Dessert,Burger King,5,15,"Terrible experience, food was awful.",Bandung
9589,User9589,29,Female,39.07,Beverage,McDonald's,123,3,"Unimpressed with the taste, won't return.",Malang
9590,User9590,28,Male,39.7,Beverage,McDonald's,423,0,"Not worth the price, very disappointing.",Malang
9591,User9591,68,Male,72.97,Beverage,Mi Gacoan,391,7,The food was delicious and fresh!,Malang
9592,User9592,67,Male,15.65,Fast Food,Mi Gacoan,233,16,"Unimpressed with the taste, won't return.",Malang
9593,User9593,30,Female,59.32,Fast Food,McDonald's,259,16,The food was delicious and fresh!,Surabaya
9594,User9594,20,Female,51.36,Healthy,KFC,114,2,"Terrible experience, food was awful.",Jakarta
9595,User9595,23,Male,77.05,Beverage,Starbucks,73,12,"Poor quality, not worth the money.",Jogja
9596,User9596,33,Female,98.2,Fast Food,JCo,272,6,Very tasty and well-prepared.,Jakarta
9597,User9597,41,Male,28.03,Dessert,McDonald's,477,13,"Unimpressed with the taste, won't return.",Jakarta
9598,User9598,68,Male,48.55,Beverage,Starbucks,278,4,The food was delicious and fresh!,Bandung
9599,User9599,46,Female,25.19,Fast Food,KFC,10,12,"Terrible experience, food was awful.",Jakarta
9600,User9600,32,Male,53.23,Healthy,Starbucks,343,0,The food was bland and tasteless.,Bandung
9601,User9601,60,Female,32.61,Dessert,Mi Gacoan,31,5,"Amazing flavors, highly recommend!",Surabaya
9602,User9602,38,Male,63.42,Healthy,KFC,172,7,"Not worth the price, very disappointing.",Surabaya
9603,User9603,58,Female,12.33,Fast Food,Mi Gacoan,262,7,"Not worth the price, very disappointing.",Jogja
9604,User9604,23,Female,76.0,Beverage,Starbucks,281,3,"Poor quality, not worth the money.",Jakarta
9605,User9605,69,Male,25.8,Fast Food,McDonald's,316,6,"Excellent taste, worth every penny!",Jakarta
9606,User9606,38,Female,72.24,Beverage,JCo,365,3,Very tasty and well-prepared.,Bandung
9607,User9607,54,Female,70.78,Fast Food,Burger King,0,2,The food was delicious and fresh!,Jogja
9608,User9608,48,Male,73.09,Beverage,Burger King,246,10,"Unimpressed with the taste, won't return.",Jakarta
9609,User9609,69,Male,89.68,Beverage,McDonald's,265,19,The food was delicious and fresh!,Jakarta
9610,User9610,19,Female,85.01,Fast Food,Mi Gacoan,229,4,"Great food, definitely coming back.",Jogja
9611,User9611,55,Male,27.48,Healthy,Burger King,188,14,The food was delicious and fresh!,Bandung
9612,User9612,40,Female,81.53,Dessert,Mi Gacoan,490,8,"Unimpressed with the taste, won't return.",Malang
9613,User9613,40,Male,6.29,Healthy,JCo,259,13,Very tasty and well-prepared.,Jakarta
9614,User9614,55,Male,49.94,Healthy,Mi Gacoan,66,16,"Terrible experience, food was awful.",Bandung
9615,User9615,33,Male,31.7,Beverage,Burger King,4,6,"Amazing flavors, highly recommend!",Jakarta
9616,User9616,38,Female,74.31,Healthy,Starbucks,35,6,"Excellent taste, worth every penny!",Jogja
9617,User9617,66,Male,74.2,Healthy,KFC,353,15,"Terrible experience, food was awful.",Bandung
9618,User9618,65,Male,47.27,Healthy,McDonald's,217,14,The food was bland and tasteless.,Surabaya
9619,User9619,62,Female,25.21,Fast Food,JCo,280,18,"Unimpressed with the taste, won't return.",Bandung
9620,User9620,59,Female,44.71,Healthy,McDonald's,25,6,"Great food, definitely coming back.",Jogja
9621,User9621,28,Male,41.27,Fast Food,Burger King,50,4,"Unimpressed with the taste, won't return.",Jogja
9622,User9622,54,Female,11.99,Beverage,Starbucks,187,18,"Poor quality, not worth the money.",Jakarta
9623,User9623,53,Male,56.33,Beverage,KFC,142,10,Very tasty and well-prepared.,Malang
9624,User9624,60,Female,7.51,Fast Food,Starbucks,317,13,Very tasty and well-prepared.,Bandung
9625,User9625,32,Female,92.81,Dessert,Burger King,211,8,"Poor quality, not worth the money.",Jogja
9626,User9626,48,Male,68.67,Dessert,McDonald's,195,3,The food was bland and tasteless.,Bandung
9627,User9627,65,Male,10.72,Fast Food,JCo,444,8,"Amazing flavors, highly recommend!",Malang
9628,User9628,45,Male,16.98,Fast Food,Burger King,120,6,"Terrible experience, food was awful.",Surabaya
9629,User9629,18,Female,65.18,Fast Food,Mi Gacoan,284,12,The food was delicious and fresh!,Bandung
9630,User9630,52,Female,13.9,Dessert,McDonald's,117,11,The food was delicious and fresh!,Jogja
9631,User9631,23,Female,21.6,Fast Food,McDonald's,258,5,"Terrible experience, food was awful.",Surabaya
9632,User9632,69,Male,31.64,Healthy,McDonald's,436,9,"Great food, definitely coming back.",Bandung
9633,User9633,32,Male,82.55,Healthy,JCo,190,15,The food was bland and tasteless.,Jakarta
9634,User9634,50,Female,75.51,Dessert,Burger King,475,17,"Not worth the price, very disappointing.",Malang
9635,User9635,18,Male,43.5,Dessert,Mi Gacoan,441,10,"Not worth the price, very disappointing.",Malang
9636,User9636,21,Male,30.58,Fast Food,JCo,69,3,"Terrible experience, food was awful.",Surabaya
9637,User9637,30,Male,94.34,Beverage,Starbucks,95,16,"Amazing flavors, highly recommend!",Surabaya
9638,User9638,43,Female,75.39,Dessert,Starbucks,441,5,The food was delicious and fresh!,Surabaya
9639,User9639,49,Female,27.3,Fast Food,Mi Gacoan,375,14,"Amazing flavors, highly recommend!",Jakarta
9640,User9640,21,Female,85.64,Dessert,Starbucks,29,7,"Poor quality, not worth the money.",Jogja
9641,User9641,61,Female,60.45,Fast Food,Starbucks,220,14,"Unimpressed with the taste, won't return.",Jakarta
9642,User9642,25,Male,19.18,Fast Food,JCo,21,0,"Great food, definitely coming back.",Bandung
9643,User9643,46,Male,28.6,Dessert,Starbucks,205,9,"Great food, definitely coming back.",Jakarta
9644,User9644,65,Female,86.39,Dessert,Burger King,58,19,"Unimpressed with the taste, won't return.",Jakarta
9645,User9645,31,Male,9.13,Healthy,McDonald's,206,9,"Poor quality, not worth the money.",Jakarta
9646,User9646,65,Male,62.86,Beverage,KFC,74,9,"Amazing flavors, highly recommend!",Surabaya
9647,User9647,31,Female,59.08,Dessert,McDonald's,419,6,The food was delicious and fresh!,Surabaya
9648,User9648,57,Male,63.59,Fast Food,KFC,388,12,"Great food, definitely coming back.",Jogja
9649,User9649,32,Female,9.16,Healthy,KFC,196,4,"Terrible experience, food was awful.",Surabaya
9650,User9650,44,Male,99.21,Beverage,McDonald's,415,16,"Not worth the price, very disappointing.",Malang
9651,User9651,58,Female,17.76,Dessert,JCo,349,19,"Amazing flavors, highly recommend!",Surabaya
9652,User9652,40,Male,40.27,Healthy,Starbucks,343,10,The food was bland and tasteless.,Malang
9653,User9653,64,Female,56.48,Dessert,Burger King,118,16,"Unimpressed with the taste, won't return.",Surabaya
9654,User9654,18,Female,31.77,Healthy,KFC,12,4,Very tasty and well-prepared.,Surabaya
9655,User9655,64,Female,14.16,Dessert,Mi Gacoan,380,11,"Unimpressed with the taste, won't return.",Jogja
9656,User9656,45,Female,60.29,Beverage,McDonald's,236,3,"Great food, definitely coming back.",Bandung
9657,User9657,66,Male,71.61,Fast Food,Mi Gacoan,215,8,"Unimpressed with the taste, won't return.",Bandung
9658,User9658,21,Female,14.61,Fast Food,Burger King,54,3,The food was bland and tasteless.,Bandung
9659,User9659,45,Female,33.33,Fast Food,KFC,105,11,"Terrible experience, food was awful.",Malang
9660,User9660,46,Male,31.43,Healthy,Burger King,56,1,"Unimpressed with the taste, won't return.",Surabaya
9661,User9661,34,Male,87.07,Fast Food,Mi Gacoan,453,0,"Not worth the price, very disappointing.",Jakarta
9662,User9662,46,Female,29.98,Dessert,JCo,455,19,"Terrible experience, food was awful.",Jakarta
9663,User9663,69,Male,26.11,Beverage,McDonald's,490,15,"Not worth the price, very disappointing.",Bandung
9664,User9664,39,Male,87.67,Beverage,Mi Gacoan,65,14,"Poor quality, not worth the money.",Malang
9665,User9665,44,Female,53.6,Healthy,JCo,397,3,"Unimpressed with the taste, won't return.",Surabaya
9666,User9666,59,Female,28.39,Fast Food,Burger King,356,17,"Great food, definitely coming back.",Surabaya
9667,User9667,22,Female,11.26,Healthy,JCo,392,13,"Excellent taste, worth every penny!",Surabaya
9668,User9668,61,Male,17.84,Healthy,KFC,80,14,The food was delicious and fresh!,Bandung
9669,User9669,30,Female,99.04,Fast Food,KFC,435,18,"Great food, definitely coming back.",Jogja
9670,User9670,41,Female,65.23,Dessert,KFC,320,6,Very tasty and well-prepared.,Jakarta
9671,User9671,39,Female,47.35,Dessert,Starbucks,168,4,"Not worth the price, very disappointing.",Jakarta
9672,User9672,52,Female,57.31,Healthy,JCo,475,11,"Amazing flavors, highly recommend!",Bandung
9673,User9673,24,Male,6.72,Beverage,KFC,273,15,"Excellent taste, worth every penny!",Malang
9674,User9674,38,Male,60.81,Dessert,Mi Gacoan,447,0,"Great food, definitely coming back.",Malang
9675,User9675,55,Female,69.89,Fast Food,Burger King,366,2,"Poor quality, not worth the money.",Jakarta
9676,User9676,33,Female,17.82,Healthy,Burger King,419,16,"Excellent taste, worth every penny!",Surabaya
9677,User9677,32,Female,76.34,Healthy,Burger King,234,0,"Excellent taste, worth every penny!",Bandung
9678,User9678,52,Male,17.68,Dessert,KFC,358,15,"Terrible experience, food was awful.",Surabaya
9679,User9679,43,Male,32.71,Beverage,JCo,203,1,Very tasty and well-prepared.,Surabaya
9680,User9680,30,Female,51.33,Fast Food,JCo,376,18,"Not worth the price, very disappointing.",Malang
9681,User9681,22,Female,6.17,Healthy,Mi Gacoan,126,15,"Amazing flavors, highly recommend!",Surabaya
9682,User9682,59,Male,61.52,Fast Food,JCo,208,16,"Great food, definitely coming back.",Bandung
9683,User9683,31,Female,78.58,Healthy,McDonald's,492,14,"Amazing flavors, highly recommend!",Malang
9684,User9684,61,Male,77.88,Fast Food,Mi Gacoan,189,13,The food was bland and tasteless.,Bandung
9685,User9685,50,Female,55.91,Dessert,McDonald's,382,3,"Amazing flavors, highly recommend!",Bandung
9686,User9686,36,Male,29.89,Beverage,Mi Gacoan,317,1,"Terrible experience, food was awful.",Jogja
9687,User9687,32,Female,73.18,Beverage,Burger King,413,4,"Terrible experience, food was awful.",Jakarta
9688,User9688,56,Female,69.35,Beverage,KFC,66,6,The food was delicious and fresh!,Jogja
9689,User9689,54,Female,13.94,Healthy,McDonald's,227,9,"Unimpressed with the taste, won't return.",Jogja
9690,User9690,58,Male,81.66,Beverage,Starbucks,427,8,Very tasty and well-prepared.,Jogja
9691,User9691,44,Male,77.37,Fast Food,KFC,466,13,"Terrible experience, food was awful.",Bandung
9692,User9692,48,Male,65.99,Fast Food,Mi Gacoan,170,12,Very tasty and well-prepared.,Malang
9693,User9693,57,Female,69.44,Dessert,Burger King,160,14,"Unimpressed with the taste, won't return.",Jakarta
9694,User9694,18,Female,15.38,Dessert,JCo,284,6,"Great food, definitely coming back.",Malang
9695,User9695,51,Female,42.38,Beverage,Burger King,45,8,"Great food, definitely coming back.",Jogja
9696,User9696,42,Male,45.77,Healthy,Mi Gacoan,379,17,"Terrible experience, food was awful.",Jakarta
9697,User9697,34,Female,63.1,Fast Food,JCo,301,11,Very tasty and well-prepared.,Jogja
9698,User9698,26,Male,29.87,Dessert,Starbucks,55,14,Very tasty and well-prepared.,Jakarta
9699,User9699,50,Female,44.99,Fast Food,Starbucks,211,10,Very tasty and well-prepared.,Jakarta
9700,User9700,19,Female,75.07,Fast Food,Mi Gacoan,456,4,The food was bland and tasteless.,Jakarta
9701,User9701,34,Male,57.32,Healthy,McDonald's,56,13,"Amazing flavors, highly recommend!",Jakarta
9702,User9702,41,Male,51.22,Beverage,Mi Gacoan,144,9,"Excellent taste, worth every penny!",Jogja
9703,User9703,47,Male,5.85,Healthy,KFC,117,3,"Poor quality, not worth the money.",Jogja
9704,User9704,25,Female,55.7,Fast Food,Mi Gacoan,68,7,"Unimpressed with the taste, won't return.",Surabaya
9705,User9705,47,Female,83.51,Beverage,KFC,296,15,"Poor quality, not worth the money.",Jogja
9706,User9706,55,Male,78.18,Dessert,KFC,249,1,"Unimpressed with the taste, won't return.",Malang
9707,User9707,19,Female,48.22,Dessert,Starbucks,252,11,"Terrible experience, food was awful.",Malang
9708,User9708,66,Female,27.52,Dessert,Starbucks,359,1,"Unimpressed with the taste, won't return.",Jogja
9709,User9709,59,Female,87.28,Fast Food,McDonald's,471,2,"Not worth the price, very disappointing.",Malang
9710,User9710,64,Male,53.43,Healthy,Mi Gacoan,152,17,The food was bland and tasteless.,Bandung
9711,User9711,57,Female,76.15,Fast Food,JCo,383,7,"Excellent taste, worth every penny!",Malang
9712,User9712,34,Male,49.2,Fast Food,KFC,335,16,"Poor quality, not worth the money.",Surabaya
9713,User9713,60,Male,34.28,Beverage,McDonald's,339,10,"Poor quality, not worth the money.",Jakarta
9714,User9714,54,Female,43.9,Dessert,KFC,455,18,"Not worth the price, very disappointing.",Bandung
9715,User9715,44,Female,83.44,Fast Food,Burger King,357,18,"Amazing flavors, highly recommend!",Jakarta
9716,User9716,50,Female,31.04,Fast Food,Starbucks,280,0,"Poor quality, not worth the money.",Malang
9717,User9717,66,Male,53.93,Fast Food,Burger King,282,18,Very tasty and well-prepared.,Bandung
9718,User9718,38,Female,81.09,Healthy,McDonald's,458,16,"Unimpressed with the taste, won't return.",Malang
9719,User9719,60,Male,22.15,Fast Food,KFC,48,17,"Terrible experience, food was awful.",Surabaya
9720,User9720,27,Male,86.97,Healthy,KFC,275,9,The food was bland and tasteless.,Jogja
9721,User9721,36,Female,28.35,Fast Food,Mi Gacoan,85,3,"Excellent taste, worth every penny!",Jogja
9722,User9722,54,Male,32.13,Fast Food,Mi Gacoan,26,9,"Terrible experience, food was awful.",Jakarta
9723,User9723,35,Male,45.49,Healthy,McDonald's,447,8,The food was bland and tasteless.,Bandung
9724,User9724,37,Female,70.34,Healthy,Starbucks,247,3,"Unimpressed with the taste, won't return.",Surabaya
9725,User9725,26,Female,32.81,Healthy,Starbucks,41,15,Very tasty and well-prepared.,Malang
9726,User9726,43,Male,84.82,Healthy,Mi Gacoan,477,19,"Poor quality, not worth the money.",Bandung
9727,User9727,43,Female,8.97,Dessert,KFC,498,11,The food was bland and tasteless.,Surabaya
9728,User9728,29,Male,9.06,Fast Food,KFC,309,0,"Poor quality, not worth the money.",Jakarta
9729,User9729,53,Female,78.69,Dessert,McDonald's,351,4,The food was bland and tasteless.,Bandung
9730,User9730,67,Male,98.96,Healthy,KFC,401,17,The food was delicious and fresh!,Bandung
9731,User9731,54,Male,31.29,Dessert,KFC,496,4,Very tasty and well-prepared.,Surabaya
9732,User9732,39,Male,17.03,Healthy,JCo,278,1,"Unimpressed with the taste, won't return.",Malang
9733,User9733,33,Female,46.85,Fast Food,JCo,79,10,"Not worth the price, very disappointing.",Jogja
9734,User9734,69,Female,32.43,Dessert,Burger King,13,9,The food was bland and tasteless.,Jakarta
9735,User9735,44,Female,94.61,Fast Food,Starbucks,11,7,The food was delicious and fresh!,Bandung
9736,User9736,46,Female,76.45,Fast Food,Starbucks,137,17,"Poor quality, not worth the money.",Malang
9737,User9737,52,Male,17.4,Healthy,KFC,382,17,"Poor quality, not worth the money.",Malang
9738,User9738,36,Male,5.51,Fast Food,Burger King,139,9,"Not worth the price, very disappointing.",Jakarta
9739,User9739,48,Male,95.92,Fast Food,McDonald's,234,2,The food was bland and tasteless.,Jakarta
9740,User9740,46,Male,9.32,Dessert,JCo,162,3,"Great food, definitely coming back.",Bandung
9741,User9741,59,Female,9.75,Healthy,KFC,393,3,"Excellent taste, worth every penny!",Malang
9742,User9742,42,Male,51.85,Dessert,Starbucks,465,3,The food was bland and tasteless.,Surabaya
9743,User9743,23,Male,73.95,Dessert,Starbucks,27,6,"Terrible experience, food was awful.",Jogja
9744,User9744,41,Male,82.78,Healthy,KFC,439,14,The food was bland and tasteless.,Bandung
9745,User9745,44,Male,49.25,Dessert,JCo,73,18,The food was delicious and fresh!,Jogja
9746,User9746,38,Female,20.15,Beverage,KFC,60,17,"Great food, definitely coming back.",Jakarta
9747,User9747,25,Female,60.74,Healthy,JCo,58,8,"Not worth the price, very disappointing.",Surabaya
9748,User9748,20,Male,33.4,Beverage,Mi Gacoan,460,19,The food was bland and tasteless.,Surabaya
9749,User9749,34,Male,9.36,Healthy,Mi Gacoan,67,3,The food was delicious and fresh!,Surabaya
9750,User9750,69,Male,29.93,Dessert,Burger King,263,6,"Not worth the price, very disappointing.",Bandung
9751,User9751,45,Female,62.55,Beverage,Starbucks,151,16,Very tasty and well-prepared.,Jogja
9752,User9752,47,Male,13.1,Healthy,Mi Gacoan,3,13,The food was bland and tasteless.,Jakarta
9753,User9753,25,Female,9.1,Dessert,Starbucks,334,12,"Amazing flavors, highly recommend!",Surabaya
9754,User9754,53,Female,80.61,Healthy,JCo,426,5,The food was bland and tasteless.,Surabaya
9755,User9755,55,Male,26.38,Dessert,KFC,232,16,"Great food, definitely coming back.",Surabaya
9756,User9756,56,Female,38.01,Dessert,Burger King,368,19,"Amazing flavors, highly recommend!",Bandung
9757,User9757,28,Male,11.78,Fast Food,KFC,364,7,"Not worth the price, very disappointing.",Jogja
9758,User9758,52,Female,96.93,Beverage,Starbucks,222,0,"Unimpressed with the taste, won't return.",Bandung
9759,User9759,38,Male,93.51,Healthy,Starbucks,214,8,The food was delicious and fresh!,Malang
9760,User9760,32,Female,70.99,Beverage,Starbucks,111,6,Very tasty and well-prepared.,Jogja
9761,User9761,48,Female,73.89,Healthy,KFC,424,17,"Unimpressed with the taste, won't return.",Jogja
9762,User9762,43,Male,70.59,Fast Food,Mi Gacoan,185,9,"Poor quality, not worth the money.",Jakarta
9763,User9763,56,Female,73.77,Fast Food,Burger King,333,19,"Great food, definitely coming back.",Surabaya
9764,User9764,50,Female,34.04,Dessert,Starbucks,47,12,"Poor quality, not worth the money.",Jakarta
9765,User9765,51,Female,49.08,Healthy,Starbucks,196,0,"Excellent taste, worth every penny!",Jogja
