id,nama,age,gender,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu,latitude,longitude,latitude_restaurant,longitude_restaurant,review
9030,User9030,25,Female,86.44,Beverage,Burger King,73.51493804,263,8,-6.188597,106.716984,-6.194020442,106.8497223,"Terrible experience, food was awful."
9031,User9031,44,Female,50.95,Healthy,KFC,40.94837103,101,8,-6.151321,106.759118,-6.192915894,106.820339,"Not worth the price, very disappointing."
9032,User9032,40,Male,13.06,Fast Food,JCo,51.68758644,72,1,-6.110458,106.797323,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
9033,User9033,25,Female,37.78,Dessert,McDonald's,41.57126081,2,18,-6.124915,106.877991,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
9034,User9034,65,Male,30.42,Healthy,Mi Gacoan,36.05286425,335,14,-6.134093,106.756013,-6.17657643,106.8054332,The food was delicious and fresh!
9035,User9035,52,Female,44.64,Healthy,McDonald's,4.022859612,403,11,-6.190741,106.850228,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
9036,User9036,64,Female,83.22,Fast Food,McDonald's,29.51268544,256,10,-6.138078,106.844198,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
9037,User9037,65,Male,88.18,Dessert,Starbucks,55.28932162,354,10,-6.193088,106.723859,-6.184808705,106.8234289,"Terrible experience, food was awful."
9038,User9038,64,Female,72.61,Healthy,Burger King,70.53192893,434,17,-6.198034,106.722326,-6.194020442,106.8497223,Very tasty and well-prepared.
9039,User9039,30,Male,81.04,Beverage,Starbucks,23.390855,484,12,-6.162317,106.78763,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
9040,User9040,37,Male,67.08,Dessert,Mi Gacoan,21.9546986,451,5,-6.136951,106.807955,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
9041,User9041,37,Male,67.54,Healthy,Mi Gacoan,22.37489252,269,5,-6.149917,106.83585,-6.17657643,106.8054332,The food was delicious and fresh!
9042,User9042,62,Female,82.15,Dessert,Burger King,38.14830293,468,6,-6.137018,106.888557,-6.194020442,106.8497223,"Poor quality, not worth the money."
9043,User9043,62,Female,11.48,Beverage,Burger King,57.70223673,293,13,-6.135187,106.763604,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
9044,User9044,40,Female,15.17,Beverage,Burger King,81.54359859,391,19,-6.147578,106.709868,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
9045,User9045,20,Male,79.49,Fast Food,Starbucks,56.00667282,69,1,-6.122586,106.743573,-6.184808705,106.8234289,The food was delicious and fresh!
9046,User9046,32,Female,75.76,Dessert,JCo,21.53433371,297,7,-6.170261,106.798545,-6.200214681,106.8234153,"Amazing flavors, highly recommend!"
9047,User9047,22,Male,20.72,Healthy,KFC,58.66497033,151,17,-6.113619,106.749911,-6.192915894,106.820339,"Excellent taste, worth every penny!"
9048,User9048,32,Female,75.02,Fast Food,Mi Gacoan,29.15796564,192,7,-6.124411,106.813143,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
9049,User9049,48,Female,71.15,Dessert,KFC,19.46584841,252,17,-6.167196,106.79632,-6.192915894,106.820339,"Great food, definitely coming back."
9050,User9050,48,Male,29.29,Healthy,KFC,34.1927747,260,17,-6.161047,106.767388,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
9051,User9051,39,Male,58.05,Fast Food,Mi Gacoan,47.37707282,331,16,-6.137287,106.881512,-6.17657643,106.8054332,The food was bland and tasteless.
9052,User9052,34,Female,68.75,Fast Food,KFC,28.56570904,187,9,-6.142713,106.808158,-6.192915894,106.820339,"Poor quality, not worth the money."
9053,User9053,36,Female,68.65,Healthy,KFC,20.84930711,10,3,-6.196463,106.782829,-6.192915894,106.820339,Very tasty and well-prepared.
9054,User9054,50,Female,98.79,Fast Food,Starbucks,35.48975986,118,7,-6.149752,106.769709,-6.184808705,106.8234289,Very tasty and well-prepared.
9055,User9055,67,Female,97.97,Beverage,Burger King,70.0422798,32,8,-6.120578,106.7466,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9056,User9056,35,Male,94.78,Healthy,JCo,44.47131971,2,12,-6.134142,106.777595,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
9057,User9057,28,Female,46.74,Beverage,McDonald's,33.7855829,368,14,-6.132651,106.859635,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
9058,User9058,27,Male,41.92,Fast Food,Burger King,4.579749167,95,4,-6.199464,106.85596,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
9059,User9059,48,Male,37.23,Dessert,Burger King,54.13029734,33,19,-6.118426,106.787573,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
9060,User9060,22,Female,56.86,Dessert,McDonald's,52.09084317,304,13,-6.140231,106.763983,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
9061,User9061,62,Female,92,Fast Food,Starbucks,35.99953538,434,11,-6.120811,106.811476,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
9062,User9062,51,Female,15.07,Healthy,Burger King,75.19719081,63,11,-6.138709,106.725586,-6.194020442,106.8497223,"Poor quality, not worth the money."
9063,User9063,51,Male,83.18,Healthy,KFC,8.558008435,119,7,-6.179669,106.812341,-6.192915894,106.820339,The food was bland and tasteless.
9064,User9064,33,Male,21.92,Healthy,Mi Gacoan,42.50690244,217,1,-6.166615,106.881597,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
9065,User9065,20,Male,80.66,Healthy,McDonald's,42.9918033,85,6,-6.122664,106.879229,-6.191438909,106.8429918,"Great food, definitely coming back."
9066,User9066,58,Male,52.44,Healthy,KFC,23.00495853,119,18,-6.174548,106.85764,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
9067,User9067,34,Female,74.62,Fast Food,KFC,13.85632219,364,10,-6.18515,106.796532,-6.192915894,106.820339,"Not worth the price, very disappointing."
9068,User9068,31,Female,42.37,Healthy,JCo,36.47921027,14,2,-6.188583,106.758526,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
9069,User9069,39,Male,78.84,Beverage,JCo,32.43278061,303,1,-6.159516,106.781211,-6.200214681,106.8234153,"Not worth the price, very disappointing."
9070,User9070,29,Male,93.9,Fast Food,Mi Gacoan,46.14922009,344,8,-6.103854,106.846353,-6.17657643,106.8054332,The food was bland and tasteless.
9071,User9071,35,Female,43.85,Beverage,KFC,12.56439263,395,8,-6.170542,106.816374,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
9072,User9072,68,Male,65.34,Healthy,Burger King,93.98198454,481,16,-6.105917,106.704496,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
9073,User9073,65,Female,32.02,Dessert,JCo,48.68271667,257,8,-6.137005,106.884653,-6.200214681,106.8234153,"Poor quality, not worth the money."
9074,User9074,56,Female,93.74,Dessert,JCo,40.61671624,2,14,-6.190329,106.750684,-6.200214681,106.8234153,The food was bland and tasteless.
9075,User9075,55,Male,92.11,Dessert,Starbucks,69.03848663,351,9,-6.144221,106.705451,-6.184808705,106.8234289,The food was bland and tasteless.
9076,User9076,28,Male,14.39,Dessert,JCo,33.75467168,101,14,-6.192482,106.762908,-6.200214681,106.8234153,The food was delicious and fresh!
9077,User9077,59,Male,54.38,Beverage,McDonald's,48.59442551,412,6,-6.183527,106.755534,-6.191438909,106.8429918,"Not worth the price, very disappointing."
9078,User9078,20,Male,8.02,Beverage,Burger King,34.67844635,110,3,-6.137353,106.876574,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9079,User9079,41,Female,87.32,Dessert,Burger King,86.72977323,184,9,-6.127473,106.707806,-6.194020442,106.8497223,"Amazing flavors, highly recommend!"
9080,User9080,24,Female,63.61,Beverage,KFC,63.6950266,382,3,-6.143709,106.71627,-6.192915894,106.820339,"Not worth the price, very disappointing."
9081,User9081,38,Female,63.48,Beverage,Burger King,20.31211688,372,5,-6.166451,106.87398,-6.194020442,106.8497223,The food was bland and tasteless.
9082,User9082,38,Male,34.31,Healthy,Burger King,58.80186879,98,17,-6.107951,106.787316,-6.194020442,106.8497223,"Poor quality, not worth the money."
9083,User9083,56,Male,86.09,Fast Food,KFC,45.5883687,126,2,-6.111456,106.807624,-6.192915894,106.820339,Very tasty and well-prepared.
9084,User9084,23,Female,70.58,Healthy,JCo,44.22196324,119,19,-6.137575,106.773732,-6.200214681,106.8234153,Very tasty and well-prepared.
9085,User9085,67,Female,24.4,Dessert,KFC,15.94873901,308,8,-6.190979,106.791583,-6.192915894,106.820339,The food was delicious and fresh!
9086,User9086,23,Male,37.93,Dessert,JCo,69.20227201,319,2,-6.11273,106.733993,-6.200214681,106.8234153,"Great food, definitely coming back."
9087,User9087,34,Female,11.86,Dessert,Burger King,53.48291105,287,1,-6.190645,106.753132,-6.194020442,106.8497223,The food was bland and tasteless.
9088,User9088,30,Male,13.58,Fast Food,Burger King,39.99267589,60,4,-6.122689,106.861677,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9089,User9089,40,Male,77.73,Beverage,McDonald's,4.5439586,173,13,-6.183344,106.844407,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
9090,User9090,68,Female,40.98,Dessert,Mi Gacoan,12.01733019,79,7,-6.156657,106.814119,-6.17657643,106.8054332,"Poor quality, not worth the money."
9091,User9091,33,Female,92.79,Beverage,Burger King,5.277901637,1,7,-6.19485,106.859224,-6.194020442,106.8497223,The food was bland and tasteless.
9092,User9092,57,Female,78.49,Beverage,Burger King,47.35241376,219,12,-6.16714,106.768478,-6.194020442,106.8497223,Very tasty and well-prepared.
9093,User9093,22,Male,14.99,Beverage,KFC,67.90443135,355,6,-6.168822,106.700016,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
9094,User9094,57,Male,56.84,Fast Food,McDonald's,38.48092632,49,5,-6.127022,106.869309,-6.191438909,106.8429918,The food was bland and tasteless.
9095,User9095,35,Female,78.4,Dessert,Burger King,62.12725295,478,10,-6.137947,106.752437,-6.194020442,106.8497223,Very tasty and well-prepared.
9096,User9096,66,Male,90.14,Beverage,Starbucks,32.86356447,440,17,-6.180293,106.882644,-6.184808705,106.8234289,"Great food, definitely coming back."
9097,User9097,49,Male,10.9,Beverage,McDonald's,22.22412435,230,3,-6.176703,106.880356,-6.191438909,106.8429918,"Terrible experience, food was awful."
9098,User9098,44,Female,93.46,Healthy,KFC,60.89169956,343,1,-6.159314,106.715552,-6.192915894,106.820339,"Excellent taste, worth every penny!"
9099,User9099,47,Male,53.54,Dessert,JCo,51.59310547,115,16,-6.106928,106.821437,-6.200214681,106.8234153,"Great food, definitely coming back."
9100,User9100,29,Female,62.01,Fast Food,Mi Gacoan,12.51740744,374,6,-6.194675,106.819021,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
9101,User9101,56,Female,47.29,Dessert,Burger King,38.79658456,279,3,-6.123963,106.845846,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
9102,User9102,19,Female,61.03,Fast Food,JCo,54.87666338,407,6,-6.1109,106.780178,-6.200214681,106.8234153,"Not worth the price, very disappointing."
9103,User9103,68,Male,97.05,Dessert,Starbucks,44.6256526,122,4,-6.118431,106.77756,-6.184808705,106.8234289,"Poor quality, not worth the money."
9104,User9104,47,Female,56.25,Beverage,McDonald's,31.94150909,256,13,-6.171229,106.788919,-6.191438909,106.8429918,"Terrible experience, food was awful."
9105,User9105,64,Male,27.02,Fast Food,JCo,43.76643745,473,10,-6.147069,106.764806,-6.200214681,106.8234153,"Terrible experience, food was awful."
9106,User9106,61,Male,56.71,Dessert,KFC,21.06273373,212,14,-6.165424,106.793993,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
9107,User9107,66,Female,35.23,Fast Food,KFC,12.97541382,167,11,-6.194285,106.843747,-6.192915894,106.820339,The food was bland and tasteless.
9108,User9108,56,Female,64.15,Healthy,KFC,56.65423815,143,15,-6.136171,106.735098,-6.192915894,106.820339,Very tasty and well-prepared.
9109,User9109,69,Female,12.58,Healthy,KFC,31.20326717,5,8,-6.185195,106.764482,-6.192915894,106.820339,"Terrible experience, food was awful."
9110,User9110,21,Female,16.57,Fast Food,KFC,72.35230399,484,11,-6.133332,106.703939,-6.192915894,106.820339,"Unimpressed with the taste, won't return."
9111,User9111,35,Male,10.67,Fast Food,McDonald's,73.75033457,151,0,-6.166642,106.712044,-6.191438909,106.8429918,The food was bland and tasteless.
9112,User9112,35,Male,57.39,Fast Food,Mi Gacoan,10.55852749,62,5,-6.157725,106.802393,-6.17657643,106.8054332,"Poor quality, not worth the money."
9113,User9113,22,Male,20.85,Dessert,Burger King,41.65444716,184,14,-6.119042,106.842425,-6.194020442,106.8497223,The food was delicious and fresh!
9114,User9114,36,Male,37.17,Fast Food,KFC,46.27603641,301,18,-6.114858,106.790178,-6.192915894,106.820339,"Great food, definitely coming back."
9115,User9115,35,Female,14.24,Fast Food,Burger King,38.21186128,3,7,-6.186142,106.78112,-6.194020442,106.8497223,"Terrible experience, food was awful."
9116,User9116,52,Female,91.68,Healthy,Burger King,23.57190737,461,7,-6.155415,106.86779,-6.194020442,106.8497223,Very tasty and well-prepared.
9117,User9117,21,Male,80.25,Fast Food,Burger King,24.75568703,291,9,-6.17151,106.888392,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9118,User9118,47,Female,58.11,Healthy,McDonald's,46.23631226,338,14,-6.133187,106.783051,-6.191438909,106.8429918,"Poor quality, not worth the money."
9119,User9119,67,Male,12.22,Fast Food,Starbucks,63.77466564,83,9,-6.134442,106.719757,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
9120,User9120,67,Female,7.31,Healthy,McDonald's,48.96645028,453,19,-6.104591,106.825691,-6.191438909,106.8429918,"Not worth the price, very disappointing."
9121,User9121,37,Male,24.93,Healthy,McDonald's,26.68494617,57,5,-6.145327,106.828764,-6.191438909,106.8429918,Very tasty and well-prepared.
9122,User9122,64,Male,91.11,Beverage,Mi Gacoan,33.74691148,455,8,-6.198085,106.748362,-6.17657643,106.8054332,"Excellent taste, worth every penny!"
9123,User9123,36,Male,37.88,Dessert,Starbucks,7.619574867,111,0,-6.198535,106.822212,-6.184808705,106.8234289,"Great food, definitely coming back."
9124,User9124,57,Female,40.67,Dessert,JCo,39.6488206,155,19,-6.177962,106.891527,-6.200214681,106.8234153,The food was bland and tasteless.
9125,User9125,28,Female,73.07,Dessert,KFC,55.74331756,213,14,-6.180859,106.720329,-6.192915894,106.820339,Very tasty and well-prepared.
9126,User9126,47,Male,57.64,Dessert,Starbucks,34.62800244,144,18,-6.192882,106.761375,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
9127,User9127,26,Female,8.57,Beverage,McDonald's,34.20701777,75,6,-6.138718,106.875333,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
9128,User9128,58,Male,99.34,Fast Food,Burger King,23.43339118,78,1,-6.195962,106.80742,-6.194020442,106.8497223,"Unimpressed with the taste, won't return."
9129,User9129,42,Female,27.77,Beverage,JCo,15.02282478,1,2,-6.192109,106.849327,-6.200214681,106.8234153,"Not worth the price, very disappointing."
9130,User9130,52,Female,35.65,Dessert,Burger King,80.14222532,220,13,-6.16005,106.708935,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9131,User9131,64,Male,63.62,Beverage,JCo,32.39812153,139,13,-6.159357,106.781452,-6.200214681,106.8234153,The food was bland and tasteless.
9132,User9132,39,Male,10.06,Dessert,McDonald's,51.20000623,343,6,-6.153464,106.75861,-6.191438909,106.8429918,The food was bland and tasteless.
9133,User9133,64,Male,39.28,Beverage,KFC,39.15065496,61,10,-6.156557,106.759632,-6.192915894,106.820339,"Excellent taste, worth every penny!"
9134,User9134,23,Male,46.44,Dessert,McDonald's,58.79058129,290,16,-6.123417,106.761343,-6.191438909,106.8429918,"Not worth the price, very disappointing."
9135,User9135,22,Male,55,Fast Food,Mi Gacoan,29.76242408,461,7,-6.131634,106.775837,-6.17657643,106.8054332,"Great food, definitely coming back."
9136,User9136,54,Female,28.43,Fast Food,Mi Gacoan,51.35513781,337,12,-6.115079,106.874973,-6.17657643,106.8054332,Very tasty and well-prepared.
9137,User9137,57,Male,53.89,Healthy,Burger King,26.28810192,440,15,-6.156287,106.878621,-6.194020442,106.8497223,"Terrible experience, food was awful."
9138,User9138,39,Female,60.98,Beverage,Starbucks,53.77607168,9,18,-6.119361,106.895306,-6.184808705,106.8234289,The food was delicious and fresh!
9139,User9139,54,Male,36.61,Dessert,Starbucks,25.43643538,23,19,-6.157137,106.78671,-6.184808705,106.8234289,"Great food, definitely coming back."
9140,User9140,64,Female,53.5,Beverage,Burger King,82.60769587,1,8,-6.100625,106.733217,-6.194020442,106.8497223,"Poor quality, not worth the money."
9141,User9141,30,Female,49.55,Fast Food,JCo,62.8525018,468,0,-6.175655,106.712518,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
9142,User9142,31,Male,57.78,Healthy,Mi Gacoan,42.23821413,362,3,-6.132544,106.867801,-6.17657643,106.8054332,"Great food, definitely coming back."
9143,User9143,21,Male,38.46,Healthy,Burger King,24.45803075,325,0,-6.151537,106.837415,-6.194020442,106.8497223,"Terrible experience, food was awful."
9144,User9144,63,Male,28.7,Beverage,Mi Gacoan,52.2612242,213,4,-6.180297,106.899799,-6.17657643,106.8054332,"Amazing flavors, highly recommend!"
9145,User9145,58,Male,99.13,Fast Food,JCo,52.35529888,220,6,-6.12871,106.885432,-6.200214681,106.8234153,Very tasty and well-prepared.
9146,User9146,53,Female,21.03,Healthy,Starbucks,56.91348958,26,14,-6.119345,106.744068,-6.184808705,106.8234289,Very tasty and well-prepared.
9147,User9147,59,Male,6.56,Dessert,KFC,56.57513404,377,3,-6.162213,106.722816,-6.192915894,106.820339,"Not worth the price, very disappointing."
9148,User9148,57,Male,26.12,Beverage,Starbucks,31.39413998,256,8,-6.130553,106.840147,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
9149,User9149,68,Male,66.25,Healthy,JCo,36.77785268,380,1,-6.134313,106.832411,-6.200214681,106.8234153,"Terrible experience, food was awful."
9150,User9150,48,Female,68.89,Healthy,Starbucks,47.45161707,64,16,-6.104552,106.853792,-6.184808705,106.8234289,The food was bland and tasteless.
9151,User9151,60,Male,89.51,Beverage,JCo,34.16580631,343,8,-6.156431,106.86698,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
9152,User9152,35,Male,75.32,Dessert,McDonald's,80.83139768,25,11,-6.110841,106.721137,-6.191438909,106.8429918,The food was delicious and fresh!
9153,User9153,45,Male,92.86,Beverage,KFC,41.37961469,343,8,-6.136213,106.771541,-6.192915894,106.820339,The food was delicious and fresh!
9154,User9154,21,Female,89.31,Dessert,KFC,44.7086634,284,2,-6.128956,106.869764,-6.192915894,106.820339,The food was bland and tasteless.
9155,User9155,44,Female,49.75,Dessert,KFC,69.67433125,337,15,-6.122777,106.715745,-6.192915894,106.820339,"Excellent taste, worth every penny!"
9156,User9156,29,Female,83.52,Beverage,Burger King,59.39611379,21,9,-6.107703,106.785838,-6.194020442,106.8497223,"Terrible experience, food was awful."
9157,User9157,60,Male,17.93,Dessert,JCo,67.62759292,283,7,-6.108526,106.74254,-6.200214681,106.8234153,"Poor quality, not worth the money."
9158,User9158,29,Female,83.19,Healthy,KFC,46.60092707,164,17,-6.147388,106.749474,-6.192915894,106.820339,Very tasty and well-prepared.
9159,User9159,37,Male,94.69,Healthy,Starbucks,27.09197061,400,14,-6.186109,106.872369,-6.184808705,106.8234289,"Amazing flavors, highly recommend!"
9160,User9160,69,Female,69.62,Healthy,KFC,19.67098327,375,8,-6.187178,106.785257,-6.192915894,106.820339,"Not worth the price, very disappointing."
9161,User9161,39,Female,54.01,Healthy,Burger King,62.33558264,195,16,-6.180823,106.737851,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9162,User9162,21,Female,29.63,Healthy,Mi Gacoan,36.27486642,455,1,-6.190614,106.7414,-6.17657643,106.8054332,The food was delicious and fresh!
9163,User9163,54,Female,20.33,Dessert,Starbucks,33.69172574,269,18,-6.145251,106.869736,-6.184808705,106.8234289,"Unimpressed with the taste, won't return."
9164,User9164,39,Female,25.57,Dessert,KFC,31.91982335,279,1,-6.152142,106.779507,-6.192915894,106.820339,"Terrible experience, food was awful."
9165,User9165,59,Female,11.97,Beverage,KFC,38.1350151,499,5,-6.19998,106.888891,-6.192915894,106.820339,Very tasty and well-prepared.
9166,User9166,67,Male,99.52,Fast Food,KFC,51.5526542,214,5,-6.113933,106.869838,-6.192915894,106.820339,The food was delicious and fresh!
9167,User9167,62,Female,7.14,Dessert,Burger King,18.9845346,174,10,-6.191444,106.815512,-6.194020442,106.8497223,The food was bland and tasteless.
9168,User9168,57,Female,78.13,Beverage,KFC,54.52657191,255,10,-6.123652,106.750206,-6.192915894,106.820339,"Terrible experience, food was awful."
9169,User9169,44,Male,35.48,Dessert,JCo,25.57342156,250,9,-6.198412,106.777236,-6.200214681,106.8234153,"Terrible experience, food was awful."
9170,User9170,63,Male,28.36,Healthy,KFC,33.87516386,117,12,-6.163319,106.873936,-6.192915894,106.820339,Very tasty and well-prepared.
9171,User9171,47,Female,22.24,Dessert,KFC,56.19345205,96,14,-6.101889,106.865491,-6.192915894,106.820339,"Poor quality, not worth the money."
9172,User9172,35,Female,68.69,Dessert,Starbucks,40.45830837,226,1,-6.171435,106.75155,-6.184808705,106.8234289,"Poor quality, not worth the money."
9173,User9173,31,Male,97.35,Fast Food,Burger King,59.20420015,51,15,-6.100534,106.797568,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9174,User9174,19,Female,71.97,Healthy,McDonald's,47.30215433,379,15,-6.108828,106.865194,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
9175,User9175,39,Female,69.9,Beverage,JCo,31.41167739,211,8,-6.155491,106.858416,-6.200214681,106.8234153,Very tasty and well-prepared.
9176,User9176,29,Male,15.85,Healthy,JCo,67.84823441,8,1,-6.12098,106.729801,-6.200214681,106.8234153,The food was bland and tasteless.
9177,User9177,38,Female,96.46,Fast Food,KFC,35.79433947,496,11,-6.128223,106.822675,-6.192915894,106.820339,"Great food, definitely coming back."
9178,User9178,27,Male,11.18,Healthy,JCo,40.17565564,173,2,-6.12756,106.824194,-6.200214681,106.8234153,The food was delicious and fresh!
9179,User9179,29,Male,40.06,Fast Food,KFC,7.139099855,231,10,-6.196359,106.807905,-6.192915894,106.820339,"Terrible experience, food was awful."
9180,User9180,25,Male,34.7,Healthy,McDonald's,34.377583,482,19,-6.134678,106.868341,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
9181,User9181,46,Male,88.91,Dessert,Mi Gacoan,29.53898854,357,19,-6.127374,106.826225,-6.17657643,106.8054332,The food was delicious and fresh!
9182,User9182,33,Female,6.59,Healthy,JCo,7.874546541,430,7,-6.190957,106.812602,-6.200214681,106.8234153,"Terrible experience, food was awful."
9183,User9183,55,Male,74.31,Beverage,Starbucks,21.0124487,476,2,-6.171862,106.859128,-6.184808705,106.8234289,"Not worth the price, very disappointing."
9184,User9184,45,Female,60.06,Beverage,JCo,68.66269745,57,11,-6.136064,106.717179,-6.200214681,106.8234153,Very tasty and well-prepared.
9185,User9185,39,Male,29.67,Healthy,McDonald's,75.39534438,61,2,-6.138421,106.717472,-6.191438909,106.8429918,"Excellent taste, worth every penny!"
9186,User9186,43,Male,60.02,Beverage,Burger King,34.88747558,178,0,-6.165415,106.79353,-6.194020442,106.8497223,The food was delicious and fresh!
9187,User9187,42,Female,64.68,Beverage,McDonald's,29.58400422,425,13,-6.192795,106.896436,-6.191438909,106.8429918,"Not worth the price, very disappointing."
9188,User9188,56,Female,67.66,Fast Food,JCo,23.06171168,117,8,-6.159006,106.829843,-6.200214681,106.8234153,The food was delicious and fresh!
9189,User9189,27,Male,99.63,Dessert,Burger King,87.64166373,348,13,-6.109155,106.715969,-6.194020442,106.8497223,The food was bland and tasteless.
9190,User9190,27,Male,49.75,Beverage,Mi Gacoan,31.45475551,357,17,-6.124515,106.828342,-6.17657643,106.8054332,"Poor quality, not worth the money."
9191,User9191,51,Male,80.7,Beverage,Starbucks,67.98357173,343,10,-6.143118,106.70786,-6.184808705,106.8234289,"Terrible experience, food was awful."
9192,User9192,30,Female,85.63,Beverage,McDonald's,68.06266377,472,1,-6.169619,106.721946,-6.191438909,106.8429918,Very tasty and well-prepared.
9193,User9193,19,Female,91.78,Beverage,Burger King,37.82123737,129,8,-6.127208,106.864365,-6.194020442,106.8497223,"Great food, definitely coming back."
9194,User9194,46,Male,25.03,Beverage,McDonald's,36.92822162,459,18,-6.139462,106.884894,-6.191438909,106.8429918,"Amazing flavors, highly recommend!"
9195,User9195,57,Female,43.33,Healthy,KFC,43.45979492,241,19,-6.126763,106.777931,-6.192915894,106.820339,The food was bland and tasteless.
9196,User9196,63,Female,66.14,Healthy,Mi Gacoan,36.2998344,193,12,-6.143382,106.862024,-6.17657643,106.8054332,The food was bland and tasteless.
9197,User9197,54,Male,35.73,Healthy,McDonald's,32.61335784,180,1,-6.136459,106.821653,-6.191438909,106.8429918,"Terrible experience, food was awful."
9198,User9198,46,Female,37.47,Healthy,KFC,36.78385673,182,18,-6.159555,106.762831,-6.192915894,106.820339,"Poor quality, not worth the money."
9199,User9199,53,Female,97.36,Beverage,Burger King,66.09254294,234,9,-6.175067,106.731799,-6.194020442,106.8497223,"Terrible experience, food was awful."
9200,User9200,61,Female,81.88,Healthy,Mi Gacoan,15.95924212,441,11,-6.156689,106.784533,-6.17657643,106.8054332,"Unimpressed with the taste, won't return."
9201,User9201,21,Male,61.97,Fast Food,JCo,74.64253055,249,14,-6.107453,106.725426,-6.200214681,106.8234153,"Unimpressed with the taste, won't return."
9202,User9202,46,Male,70.56,Beverage,McDonald's,38.71903665,151,11,-6.138398,106.888671,-6.191438909,106.8429918,"Unimpressed with the taste, won't return."
9203,User9203,27,Female,91.53,Healthy,KFC,53.5768084,254,16,-6.123262,106.887639,-6.192915894,106.820339,The food was delicious and fresh!
9204,User9204,53,Female,82.99,Fast Food,KFC,55.09400911,120,12,-6.109604,106.874946,-6.192915894,106.820339,"Amazing flavors, highly recommend!"
9205,User9205,24,Male,94.22,Dessert,Burger King,89.40569891,342,10,-6.104455,106.715219,-6.194020442,106.8497223,The food was bland and tasteless.
9206,User9206,33,Female,70.3,Healthy,JCo,63.44934715,134,1,-6.13684,106.727833,-6.200214681,106.8234153,"Excellent taste, worth every penny!"
9207,User9207,41,Female,89.7,Fast Food,McDonald's,75.58732115,281,6,-6.119241,106.72701,-6.191438909,106.8429918,Very tasty and well-prepared.
9208,User9208,35,Male,18,Healthy,Burger King,68.86425011,199,1,-6.107486,106.76023,-6.194020442,106.8497223,The food was delicious and fresh!
9209,User9209,56,Female,61.74,Dessert,Burger King,19.11199095,186,17,-6.159654,106.853415,-6.194020442,106.8497223,"Excellent taste, worth every penny!"
9210,User9210,43,Male,79.76,Fast Food,Starbucks,45.74098917,454,17,-6.147619,106.89726,-6.184808705,106.8234289,"Great food, definitely coming back."
9211,User9211,24,Female,32.18,Fast Food,Burger King,67.66577171,69,15,-6.114094,106.757133,-6.194020442,106.8497223,"Not worth the price, very disappointing."
9212,User9212,35,Male,58.87,Healthy,JCo,48.58077063,273,12,-6.130081,106.770539,-6.200214681,106.8234153,The food was bland and tasteless.
9213,User9213,57,Male,20.06,Fast Food,Starbucks,21.64767129,330,5,-6.145882,106.827605,-6.184808705,106.8234289,The food was delicious and fresh!
9214,User9214,39,Male,71.86,Dessert,JCo,10.94778046,198,18,-6.193103,106.841879,-6.200214681,106.8234153,"Terrible experience, food was awful."
9215,User9215,29,Male,61.21,Healthy,KFC,45.7403699,410,9,-6.116306,106.851521,-6.192915894,106.820339,"Excellent taste, worth every penny!"
