id,nama,age,gender,location_user,location_pembelian,harga_beli,kind_of_food,restaurant,delivery_time,friends,jumlah_klik_produk_tertentu
8916,User8916,31,Male,Surabaya,Surabaya,5.4,Fast Food,Five Guys,22,367,4
8917,User8917,26,Female,Jakarta,Bandung,39.27,Beverage,Burger King,51,444,13
8918,User8918,60,Female,Bandung,Jakarta,76.75,Healthy,Domino's Pizza,55,125,8
8919,User8919,55,Female,Jakarta,Bandung,19.47,Healthy,Burger King,19,450,9
8920,User8920,69,Male,Bandung,Surabaya,27.39,Dessert,Little Caesars,38,436,16
8921,User8921,22,Female,Jakarta,Jakarta,72.49,Healthy,Burger King,25,229,7
8922,User8922,48,Female,Bandung,Jakarta,26.19,Fast Food,Subway,22,149,19
8923,User8923,56,Male,Jakarta,Bandung,80.11,Fast Food,Burger King,23,40,16
8924,User8924,24,Female,Surabaya,Surabaya,36.1,Beverage,Jack in the Box,37,163,9
8925,User8925,69,Male,Surabaya,Bandung,26.2,Dessert,Chick-fil-A,51,294,7
8926,User8926,67,Male,Jakarta,Bandung,44.8,Beverage,Panera Bread,37,493,11
8927,User8927,61,Female,Bandung,Surabaya,88.53,Fast Food,Panera Bread,43,325,7
8928,User8928,43,Male,Bandung,Jakarta,90.05,Dessert,KFC,53,141,2
8929,User8929,50,Male,Bandung,Bandung,17.34,Fast Food,Domino's Pizza,54,198,8
8930,User8930,49,Female,Bandung,Jakarta,55.58,Beverage,Chipotle,47,222,11
8931,User8931,60,Female,Bandung,Jakarta,35.36,Beverage,Panera Bread,43,361,16
8932,User8932,19,Male,Jakarta,Jakarta,45.74,Dessert,Burger King,39,98,8
8933,User8933,45,Male,Surabaya,Surabaya,63.77,Healthy,Taco Bell,22,117,18
8934,User8934,18,Male,Jakarta,Bandung,8.89,Beverage,Sonic Drive-In,48,6,9
8935,User8935,18,Female,Jakarta,Surabaya,18.6,Healthy,Starbucks,46,216,3
8936,User8936,33,Male,Surabaya,Surabaya,13.3,Dessert,Taco Bell,52,274,11
8937,User8937,18,Female,Jakarta,Bandung,54.2,Healthy,Dunkin' Donuts,15,300,8
8938,User8938,52,Male,Bandung,Bandung,18.64,Healthy,Chick-fil-A,29,268,11
8939,User8939,57,Male,Surabaya,Jakarta,11.93,Healthy,Five Guys,20,96,10
8940,User8940,44,Female,Surabaya,Jakarta,51.52,Beverage,Jack in the Box,40,273,12
8941,User8941,51,Male,Jakarta,Bandung,92.53,Beverage,Dunkin' Donuts,49,389,1
8942,User8942,67,Female,Jakarta,Bandung,15.88,Beverage,Domino's Pizza,32,273,14
8943,User8943,19,Male,Jakarta,Surabaya,94.38,Dessert,Starbucks,59,131,9
8944,User8944,49,Female,Jakarta,Surabaya,99.83,Healthy,Starbucks,45,334,3
8945,User8945,44,Male,Surabaya,Jakarta,22.28,Healthy,KFC,36,28,7
8946,User8946,53,Female,Surabaya,Jakarta,19.35,Beverage,Pizza Hut,42,460,9
8947,User8947,60,Female,Bandung,Bandung,82.47,Dessert,Taco Bell,18,457,10
8948,User8948,45,Female,Jakarta,Bandung,25.59,Beverage,Sonic Drive-In,37,402,2
8949,User8949,38,Female,Jakarta,Bandung,54.99,Healthy,Chick-fil-A,56,0,7
8950,User8950,37,Female,Bandung,Jakarta,73.51,Beverage,McDonald's,22,484,14
8951,User8951,37,Female,Surabaya,Surabaya,72.58,Beverage,Wendy's,26,440,4
8952,User8952,27,Female,Surabaya,Surabaya,78.47,Beverage,McDonald's,53,446,16
8953,User8953,23,Female,Surabaya,Surabaya,31.08,Healthy,Panda Express,36,364,7
8954,User8954,65,Female,Bandung,Surabaya,12.13,Fast Food,Wendy's,33,204,1
8955,User8955,20,Female,Jakarta,Jakarta,55.56,Fast Food,Dunkin' Donuts,44,257,1
8956,User8956,49,Male,Surabaya,Bandung,59.15,Healthy,Panera Bread,21,28,13
8957,User8957,29,Female,Surabaya,Surabaya,52.58,Healthy,Little Caesars,40,467,10
8958,User8958,67,Female,Jakarta,Bandung,39.84,Healthy,Panda Express,39,352,15
8959,User8959,35,Male,Jakarta,Bandung,50.57,Healthy,Taco Bell,47,40,16
8960,User8960,22,Male,Jakarta,Surabaya,16.24,Dessert,Sonic Drive-In,21,168,10
8961,User8961,33,Male,Bandung,Surabaya,28.63,Beverage,Taco Bell,17,224,14
8962,User8962,19,Female,Bandung,Bandung,59.44,Fast Food,Arby's,50,402,10
8963,User8963,18,Female,Surabaya,Bandung,86.49,Dessert,Dunkin' Donuts,57,252,17
8964,User8964,21,Male,Bandung,Bandung,22.76,Healthy,Jack in the Box,56,461,7
8965,User8965,20,Female,Surabaya,Jakarta,49.78,Beverage,Chick-fil-A,56,121,5
8966,User8966,24,Female,Bandung,Jakarta,85.7,Dessert,KFC,33,4,4
8967,User8967,18,Male,Surabaya,Bandung,77.09,Dessert,Jack in the Box,34,477,17
8968,User8968,20,Male,Surabaya,Jakarta,30.09,Fast Food,Popeyes,17,168,3
8969,User8969,32,Male,Surabaya,Bandung,86.48,Healthy,Five Guys,59,71,17
8970,User8970,52,Female,Jakarta,Surabaya,69.58,Healthy,Panera Bread,33,172,19
8971,User8971,62,Female,Jakarta,Bandung,55.53,Fast Food,Chick-fil-A,16,239,13
8972,User8972,49,Female,Bandung,Surabaya,26.73,Dessert,Chick-fil-A,53,475,10
8973,User8973,48,Male,Jakarta,Jakarta,16.64,Healthy,Starbucks,21,78,8
8974,User8974,47,Male,Surabaya,Jakarta,11.56,Fast Food,Dunkin' Donuts,49,301,2
8975,User8975,35,Female,Jakarta,Surabaya,29.41,Healthy,KFC,18,241,17
8976,User8976,22,Female,Jakarta,Jakarta,17.04,Fast Food,Arby's,51,310,12
8977,User8977,18,Male,Jakarta,Jakarta,53.38,Fast Food,Panda Express,16,309,11
8978,User8978,21,Female,Surabaya,Bandung,46.22,Healthy,Arby's,50,287,0
8979,User8979,55,Female,Jakarta,Jakarta,80.22,Dessert,McDonald's,44,141,3
8980,User8980,41,Female,Bandung,Bandung,92.79,Beverage,Arby's,23,358,0
8981,User8981,21,Female,Surabaya,Bandung,21.64,Fast Food,Pizza Hut,59,196,14
8982,User8982,57,Male,Jakarta,Bandung,98.5,Beverage,McDonald's,17,256,4
8983,User8983,24,Male,Jakarta,Surabaya,82.46,Healthy,Arby's,54,229,8
8984,User8984,27,Male,Surabaya,Bandung,36.26,Beverage,Chipotle,54,94,15
8985,User8985,34,Female,Surabaya,Bandung,30.27,Fast Food,Popeyes,31,386,18
8986,User8986,37,Female,Jakarta,Bandung,83.18,Healthy,Sonic Drive-In,17,358,18
8987,User8987,37,Female,Surabaya,Jakarta,96.73,Healthy,Panera Bread,52,375,16
8988,User8988,38,Male,Bandung,Jakarta,62.01,Healthy,Five Guys,26,201,19
8989,User8989,59,Male,Bandung,Bandung,8.53,Fast Food,Pizza Hut,17,187,19
8990,User8990,19,Male,Bandung,Surabaya,44.51,Beverage,Jack in the Box,47,90,9
8991,User8991,48,Male,Bandung,Bandung,62.35,Beverage,Chick-fil-A,22,89,13
8992,User8992,49,Male,Bandung,Surabaya,55.42,Beverage,Wendy's,50,56,10
8993,User8993,57,Female,Bandung,Surabaya,23.07,Dessert,Panda Express,29,283,16
8994,User8994,45,Female,Surabaya,Jakarta,7.42,Beverage,Starbucks,57,343,4
8995,User8995,50,Female,Surabaya,Surabaya,41.11,Healthy,Popeyes,23,257,13
8996,User8996,39,Male,Surabaya,Surabaya,74.48,Healthy,Wendy's,29,40,1
8997,User8997,63,Male,Bandung,Jakarta,39.8,Beverage,Chipotle,17,366,10
8998,User8998,54,Female,Jakarta,Bandung,65.79,Healthy,Sonic Drive-In,22,328,12
8999,User8999,19,Female,Bandung,Bandung,69.04,Healthy,Domino's Pizza,57,295,19
9000,User9000,57,Male,Jakarta,Jakarta,51.64,Healthy,Little Caesars,35,173,14
9001,User9001,21,Male,Bandung,Jakarta,51.61,Dessert,Sonic Drive-In,48,289,5
9002,User9002,60,Female,Surabaya,Surabaya,8.13,Dessert,Jack in the Box,31,315,3
9003,User9003,38,Female,Surabaya,Bandung,36.79,Fast Food,Domino's Pizza,26,495,17
9004,User9004,61,Male,Bandung,Jakarta,54.94,Fast Food,Burger King,59,326,2
9005,User9005,39,Male,Jakarta,Bandung,38.29,Dessert,Five Guys,19,180,6
9006,User9006,34,Female,Surabaya,Jakarta,64.36,Fast Food,Sonic Drive-In,18,274,3
9007,User9007,28,Female,Bandung,Bandung,27.15,Healthy,Wendy's,41,143,15
9008,User9008,18,Male,Bandung,Jakarta,63.85,Beverage,Panera Bread,36,295,10
9009,User9009,47,Female,Bandung,Surabaya,69.02,Beverage,Sonic Drive-In,46,320,14
9010,User9010,26,Female,Bandung,Jakarta,86.45,Beverage,Chick-fil-A,25,455,14
9011,User9011,58,Female,Bandung,Bandung,92.68,Fast Food,Sonic Drive-In,41,1,17
9012,User9012,31,Female,Surabaya,Surabaya,25.69,Beverage,Domino's Pizza,15,67,18
9013,User9013,22,Female,Bandung,Surabaya,94.09,Healthy,Dunkin' Donuts,32,108,11
9014,User9014,21,Male,Jakarta,Jakarta,40.69,Fast Food,McDonald's,23,492,2
9015,User9015,20,Male,Bandung,Surabaya,51.78,Beverage,Wendy's,29,107,8
9016,User9016,20,Male,Bandung,Bandung,52.25,Beverage,McDonald's,57,189,14
9017,User9017,23,Male,Jakarta,Surabaya,13.96,Beverage,Dunkin' Donuts,38,412,19
9018,User9018,68,Male,Surabaya,Surabaya,62.93,Healthy,Panda Express,43,56,10
9019,User9019,59,Female,Bandung,Jakarta,6.73,Dessert,Jack in the Box,16,133,1
9020,User9020,27,Female,Surabaya,Bandung,56.17,Dessert,Five Guys,17,102,11
9021,User9021,66,Male,Bandung,Bandung,35.12,Fast Food,Burger King,42,102,14
9022,User9022,28,Female,Bandung,Surabaya,59.53,Fast Food,KFC,24,128,13
9023,User9023,21,Female,Surabaya,Surabaya,26.42,Dessert,Taco Bell,15,12,12
9024,User9024,45,Female,Jakarta,Surabaya,64.18,Fast Food,Subway,40,486,16
9025,User9025,57,Male,Jakarta,Surabaya,98.82,Fast Food,Sonic Drive-In,31,87,13
9026,User9026,45,Female,Bandung,Jakarta,30.59,Dessert,Panera Bread,39,32,7
9027,User9027,41,Male,Jakarta,Jakarta,91.2,Dessert,Panera Bread,22,366,10
9028,User9028,51,Male,Bandung,Bandung,12.15,Healthy,Pizza Hut,16,394,14
9029,User9029,38,Male,Surabaya,Bandung,30.45,Healthy,Panda Express,31,6,13
9030,User9030,25,Female,Jakarta,Surabaya,86.44,Beverage,Jack in the Box,43,263,8
9031,User9031,44,Female,Bandung,Jakarta,50.95,Healthy,Dunkin' Donuts,28,101,8
9032,User9032,40,Male,Bandung,Jakarta,13.06,Fast Food,Chick-fil-A,20,72,1
9033,User9033,25,Female,Jakarta,Surabaya,37.78,Dessert,Wendy's,56,2,18
9034,User9034,65,Male,Jakarta,Jakarta,30.42,Healthy,Wendy's,32,335,14
9035,User9035,52,Female,Surabaya,Jakarta,44.64,Healthy,Wendy's,59,403,11
9036,User9036,64,Female,Jakarta,Jakarta,83.22,Fast Food,Little Caesars,36,256,10
9037,User9037,65,Male,Bandung,Surabaya,88.18,Dessert,Subway,40,354,10
9038,User9038,64,Female,Jakarta,Jakarta,72.61,Healthy,KFC,50,434,17
9039,User9039,30,Male,Surabaya,Jakarta,81.04,Beverage,Little Caesars,20,484,12
9040,User9040,37,Male,Surabaya,Bandung,67.08,Dessert,Wendy's,42,451,5
9041,User9041,37,Male,Surabaya,Bandung,67.54,Healthy,Little Caesars,31,269,5
9042,User9042,62,Female,Surabaya,Bandung,82.15,Dessert,Sonic Drive-In,46,468,6
9043,User9043,62,Female,Surabaya,Bandung,11.48,Beverage,Pizza Hut,24,293,13
9044,User9044,40,Female,Surabaya,Surabaya,15.17,Beverage,Domino's Pizza,17,391,19
9045,User9045,20,Male,Jakarta,Bandung,79.49,Fast Food,Wendy's,52,69,1
9046,User9046,32,Female,Jakarta,Jakarta,75.76,Dessert,Wendy's,15,297,7
9047,User9047,22,Male,Surabaya,Surabaya,20.72,Healthy,Panda Express,53,151,17
9048,User9048,32,Female,Jakarta,Surabaya,75.02,Fast Food,Dunkin' Donuts,32,192,7
9049,User9049,48,Female,Bandung,Surabaya,71.15,Dessert,Taco Bell,35,252,17
9050,User9050,48,Male,Bandung,Bandung,29.29,Healthy,Chipotle,20,260,17
9051,User9051,39,Male,Bandung,Surabaya,58.05,Fast Food,Pizza Hut,29,331,16
9052,User9052,34,Female,Jakarta,Jakarta,68.75,Fast Food,McDonald's,30,187,9
9053,User9053,36,Female,Jakarta,Jakarta,68.65,Healthy,McDonald's,47,10,3
9054,User9054,50,Female,Surabaya,Jakarta,98.79,Fast Food,Dunkin' Donuts,43,118,7
9055,User9055,67,Female,Bandung,Surabaya,97.97,Beverage,Pizza Hut,47,32,8
9056,User9056,35,Male,Bandung,Surabaya,94.78,Healthy,Starbucks,49,2,12
9057,User9057,28,Female,Jakarta,Bandung,46.74,Beverage,Sonic Drive-In,51,368,14
9058,User9058,27,Male,Jakarta,Bandung,41.92,Fast Food,Taco Bell,35,95,4
9059,User9059,48,Male,Jakarta,Surabaya,37.23,Dessert,Chick-fil-A,26,33,19
9060,User9060,22,Female,Surabaya,Jakarta,56.86,Dessert,Panera Bread,59,304,13
9061,User9061,62,Female,Surabaya,Jakarta,92,Fast Food,Popeyes,59,434,11
9062,User9062,51,Female,Bandung,Bandung,15.07,Healthy,Taco Bell,41,63,11
9063,User9063,51,Male,Jakarta,Bandung,83.18,Healthy,Subway,28,119,7
9064,User9064,33,Male,Bandung,Surabaya,21.92,Healthy,Chick-fil-A,38,217,1
9065,User9065,20,Male,Jakarta,Jakarta,80.66,Healthy,Starbucks,22,85,6
9066,User9066,58,Male,Surabaya,Bandung,52.44,Healthy,Subway,57,119,18
9067,User9067,34,Female,Jakarta,Bandung,74.62,Fast Food,Chipotle,43,364,10
9068,User9068,31,Female,Surabaya,Jakarta,42.37,Healthy,KFC,42,14,2
9069,User9069,39,Male,Jakarta,Jakarta,78.84,Beverage,Wendy's,28,303,1
9070,User9070,29,Male,Jakarta,Bandung,93.9,Fast Food,Chick-fil-A,23,344,8
9071,User9071,35,Female,Bandung,Jakarta,43.85,Beverage,Sonic Drive-In,15,395,8
9072,User9072,68,Male,Surabaya,Jakarta,65.34,Healthy,Chipotle,41,481,16
9073,User9073,65,Female,Surabaya,Bandung,32.02,Dessert,Panda Express,37,257,8
9074,User9074,56,Female,Jakarta,Jakarta,93.74,Dessert,Burger King,37,2,14
9075,User9075,55,Male,Bandung,Bandung,92.11,Dessert,Five Guys,35,351,9
9076,User9076,28,Male,Jakarta,Jakarta,14.39,Dessert,Starbucks,26,101,14
9077,User9077,59,Male,Jakarta,Jakarta,54.38,Beverage,Sonic Drive-In,37,412,6
9078,User9078,20,Male,Surabaya,Bandung,8.02,Beverage,Panera Bread,21,110,3
9079,User9079,41,Female,Jakarta,Jakarta,87.32,Dessert,Popeyes,56,184,9
9080,User9080,24,Female,Surabaya,Surabaya,63.61,Beverage,KFC,51,382,3
9081,User9081,38,Female,Surabaya,Jakarta,63.48,Beverage,Starbucks,23,372,5
9082,User9082,38,Male,Jakarta,Jakarta,34.31,Healthy,Burger King,16,98,17
9083,User9083,56,Male,Jakarta,Jakarta,86.09,Fast Food,Starbucks,27,126,2
9084,User9084,23,Female,Bandung,Surabaya,70.58,Healthy,Panda Express,29,119,19
9085,User9085,67,Female,Bandung,Surabaya,24.4,Dessert,Panda Express,32,308,8
9086,User9086,23,Male,Jakarta,Bandung,37.93,Dessert,Pizza Hut,21,319,2
9087,User9087,34,Female,Bandung,Jakarta,11.86,Dessert,Burger King,47,287,1
9088,User9088,30,Male,Surabaya,Bandung,13.58,Fast Food,Wendy's,59,60,4
9089,User9089,40,Male,Jakarta,Bandung,77.73,Beverage,Chick-fil-A,29,173,13
9090,User9090,68,Female,Jakarta,Jakarta,40.98,Dessert,Burger King,40,79,7
9091,User9091,33,Female,Jakarta,Bandung,92.79,Beverage,Arby's,35,1,7
9092,User9092,57,Female,Jakarta,Jakarta,78.49,Beverage,Starbucks,15,219,12
9093,User9093,22,Male,Jakarta,Bandung,14.99,Beverage,Burger King,31,355,6
9094,User9094,57,Male,Surabaya,Bandung,56.84,Fast Food,Chick-fil-A,44,49,5
9095,User9095,35,Female,Jakarta,Surabaya,78.4,Dessert,Panda Express,43,478,10
9096,User9096,66,Male,Bandung,Jakarta,90.14,Beverage,KFC,43,440,17
9097,User9097,49,Male,Bandung,Jakarta,10.9,Beverage,Arby's,26,230,3
9098,User9098,44,Female,Bandung,Surabaya,93.46,Healthy,Five Guys,30,343,1
9099,User9099,47,Male,Bandung,Jakarta,53.54,Dessert,Sonic Drive-In,36,115,16
9100,User9100,29,Female,Bandung,Jakarta,62.01,Fast Food,Jack in the Box,18,374,6
9101,User9101,56,Female,Jakarta,Bandung,47.29,Dessert,Taco Bell,50,279,3
9102,User9102,19,Female,Bandung,Bandung,61.03,Fast Food,Popeyes,50,407,6
9103,User9103,68,Male,Surabaya,Jakarta,97.05,Dessert,Jack in the Box,32,122,4
9104,User9104,47,Female,Jakarta,Jakarta,56.25,Beverage,Chipotle,32,256,13
9105,User9105,64,Male,Surabaya,Surabaya,27.02,Fast Food,Wendy's,30,473,10
9106,User9106,61,Male,Jakarta,Jakarta,56.71,Dessert,Chick-fil-A,35,212,14
9107,User9107,66,Female,Jakarta,Surabaya,35.23,Fast Food,Arby's,21,167,11
9108,User9108,56,Female,Surabaya,Bandung,64.15,Healthy,Panda Express,23,143,15
9109,User9109,69,Female,Bandung,Bandung,12.58,Healthy,Five Guys,26,5,8
9110,User9110,21,Female,Bandung,Surabaya,16.57,Fast Food,Subway,57,484,11
9111,User9111,35,Male,Bandung,Jakarta,10.67,Fast Food,McDonald's,24,151,0
9112,User9112,35,Male,Surabaya,Jakarta,57.39,Fast Food,Sonic Drive-In,29,62,5
9113,User9113,22,Male,Jakarta,Surabaya,20.85,Dessert,KFC,25,184,14
9114,User9114,36,Male,Bandung,Bandung,37.17,Fast Food,Five Guys,47,301,18
9115,User9115,35,Female,Bandung,Jakarta,14.24,Fast Food,Panda Express,39,3,7
9116,User9116,52,Female,Bandung,Bandung,91.68,Healthy,Chipotle,52,461,7
9117,User9117,21,Male,Jakarta,Jakarta,80.25,Fast Food,Little Caesars,41,291,9
9118,User9118,47,Female,Bandung,Jakarta,58.11,Healthy,Sonic Drive-In,26,338,14
9119,User9119,67,Male,Bandung,Bandung,12.22,Fast Food,Wendy's,28,83,9
9120,User9120,67,Female,Surabaya,Bandung,7.31,Healthy,Sonic Drive-In,16,453,19
9121,User9121,37,Male,Jakarta,Surabaya,24.93,Healthy,McDonald's,51,57,5
9122,User9122,64,Male,Jakarta,Surabaya,91.11,Beverage,Chipotle,59,455,8
9123,User9123,36,Male,Surabaya,Bandung,37.88,Dessert,Wendy's,32,111,0
9124,User9124,57,Female,Surabaya,Jakarta,40.67,Dessert,Chick-fil-A,49,155,19
9125,User9125,28,Female,Bandung,Surabaya,73.07,Dessert,Wendy's,38,213,14
9126,User9126,47,Male,Surabaya,Jakarta,57.64,Dessert,Popeyes,19,144,18
9127,User9127,26,Female,Jakarta,Bandung,8.57,Beverage,Burger King,16,75,6
9128,User9128,58,Male,Surabaya,Surabaya,99.34,Fast Food,Panera Bread,43,78,1
9129,User9129,42,Female,Jakarta,Surabaya,27.77,Beverage,Wendy's,53,1,2
9130,User9130,52,Female,Surabaya,Surabaya,35.65,Dessert,Taco Bell,46,220,13
9131,User9131,64,Male,Bandung,Surabaya,63.62,Beverage,Panda Express,30,139,13
9132,User9132,39,Male,Surabaya,Bandung,10.06,Dessert,McDonald's,56,343,6
9133,User9133,64,Male,Bandung,Surabaya,39.28,Beverage,Panera Bread,56,61,10
9134,User9134,23,Male,Jakarta,Surabaya,46.44,Dessert,McDonald's,36,290,16
9135,User9135,22,Male,Jakarta,Jakarta,55,Fast Food,Five Guys,39,461,7
9136,User9136,54,Female,Surabaya,Surabaya,28.43,Fast Food,Chipotle,28,337,12
9137,User9137,57,Male,Surabaya,Bandung,53.89,Healthy,Arby's,31,440,15
9138,User9138,39,Female,Surabaya,Surabaya,60.98,Beverage,Little Caesars,54,9,18
9139,User9139,54,Male,Bandung,Bandung,36.61,Dessert,Taco Bell,38,23,19
9140,User9140,64,Female,Jakarta,Bandung,53.5,Beverage,Taco Bell,44,1,8
9141,User9141,30,Female,Bandung,Jakarta,49.55,Fast Food,Sonic Drive-In,57,468,0
9142,User9142,31,Male,Surabaya,Jakarta,57.78,Healthy,Little Caesars,37,362,3
9143,User9143,21,Male,Surabaya,Jakarta,38.46,Healthy,Domino's Pizza,32,325,0
9144,User9144,63,Male,Surabaya,Jakarta,28.7,Beverage,Starbucks,19,213,4
9145,User9145,58,Male,Surabaya,Bandung,99.13,Fast Food,Domino's Pizza,16,220,6
9146,User9146,53,Female,Jakarta,Jakarta,21.03,Healthy,Subway,30,26,14
9147,User9147,59,Male,Surabaya,Jakarta,6.56,Dessert,McDonald's,17,377,3
9148,User9148,57,Male,Jakarta,Jakarta,26.12,Beverage,Sonic Drive-In,56,256,8
9149,User9149,68,Male,Bandung,Bandung,66.25,Healthy,Little Caesars,44,380,1
9150,User9150,48,Female,Bandung,Jakarta,68.89,Healthy,Chipotle,46,64,16
9151,User9151,60,Male,Bandung,Surabaya,89.51,Beverage,Wendy's,53,343,8
9152,User9152,35,Male,Jakarta,Surabaya,75.32,Dessert,Five Guys,57,25,11
9153,User9153,45,Male,Jakarta,Bandung,92.86,Beverage,Wendy's,24,343,8
9154,User9154,21,Female,Bandung,Bandung,89.31,Dessert,Burger King,19,284,2
9155,User9155,44,Female,Jakarta,Bandung,49.75,Dessert,Sonic Drive-In,24,337,15
9156,User9156,29,Female,Jakarta,Bandung,83.52,Beverage,Chipotle,22,21,9
9157,User9157,60,Male,Bandung,Surabaya,17.93,Dessert,Wendy's,17,283,7
9158,User9158,29,Female,Bandung,Surabaya,83.19,Healthy,Domino's Pizza,34,164,17
9159,User9159,37,Male,Bandung,Jakarta,94.69,Healthy,Taco Bell,37,400,14
9160,User9160,69,Female,Bandung,Bandung,69.62,Healthy,Popeyes,32,375,8
9161,User9161,39,Female,Jakarta,Surabaya,54.01,Healthy,Subway,58,195,16
9162,User9162,21,Female,Surabaya,Jakarta,29.63,Healthy,KFC,53,455,1
9163,User9163,54,Female,Jakarta,Jakarta,20.33,Dessert,KFC,16,269,18
9164,User9164,39,Female,Surabaya,Bandung,25.57,Dessert,KFC,43,279,1
9165,User9165,59,Female,Bandung,Surabaya,11.97,Beverage,Popeyes,37,499,5
9166,User9166,67,Male,Surabaya,Jakarta,99.52,Fast Food,McDonald's,54,214,5
9167,User9167,62,Female,Bandung,Bandung,7.14,Dessert,Domino's Pizza,23,174,10
9168,User9168,57,Female,Surabaya,Bandung,78.13,Beverage,Arby's,59,255,10
9169,User9169,44,Male,Bandung,Bandung,35.48,Dessert,Panda Express,58,250,9
9170,User9170,63,Male,Jakarta,Bandung,28.36,Healthy,Panda Express,28,117,12
9171,User9171,47,Female,Bandung,Jakarta,22.24,Dessert,Panera Bread,27,96,14
9172,User9172,35,Female,Jakarta,Surabaya,68.69,Dessert,Chipotle,26,226,1
9173,User9173,31,Male,Surabaya,Bandung,97.35,Fast Food,Popeyes,57,51,15
9174,User9174,19,Female,Jakarta,Jakarta,71.97,Healthy,Panera Bread,29,379,15
9175,User9175,39,Female,Bandung,Surabaya,69.9,Beverage,Taco Bell,40,211,8
9176,User9176,29,Male,Jakarta,Surabaya,15.85,Healthy,Wendy's,19,8,1
9177,User9177,38,Female,Bandung,Surabaya,96.46,Fast Food,Dunkin' Donuts,56,496,11
9178,User9178,27,Male,Jakarta,Jakarta,11.18,Healthy,Popeyes,20,173,2
9179,User9179,29,Male,Jakarta,Bandung,40.06,Fast Food,Five Guys,18,231,10
9180,User9180,25,Male,Jakarta,Surabaya,34.7,Healthy,Burger King,20,482,19
9181,User9181,46,Male,Bandung,Jakarta,88.91,Dessert,Arby's,54,357,19
9182,User9182,33,Female,Surabaya,Jakarta,6.59,Healthy,Panera Bread,32,430,7
9183,User9183,55,Male,Surabaya,Jakarta,74.31,Beverage,Domino's Pizza,24,476,2
9184,User9184,45,Female,Surabaya,Surabaya,60.06,Beverage,Chipotle,50,57,11
9185,User9185,39,Male,Bandung,Surabaya,29.67,Healthy,Sonic Drive-In,20,61,2
9186,User9186,43,Male,Bandung,Jakarta,60.02,Beverage,Taco Bell,25,178,0
9187,User9187,42,Female,Jakarta,Surabaya,64.68,Beverage,Little Caesars,57,425,13
9188,User9188,56,Female,Bandung,Jakarta,67.66,Fast Food,Little Caesars,29,117,8
9189,User9189,27,Male,Jakarta,Surabaya,99.63,Dessert,Subway,50,348,13
9190,User9190,27,Male,Surabaya,Jakarta,49.75,Beverage,Starbucks,23,357,17
9191,User9191,51,Male,Jakarta,Jakarta,80.7,Beverage,Starbucks,53,343,10
9192,User9192,30,Female,Bandung,Bandung,85.63,Beverage,Wendy's,35,472,1
9193,User9193,19,Female,Jakarta,Bandung,91.78,Beverage,Sonic Drive-In,58,129,8
9194,User9194,46,Male,Surabaya,Surabaya,25.03,Beverage,Five Guys,42,459,18
9195,User9195,57,Female,Bandung,Jakarta,43.33,Healthy,Five Guys,29,241,19
9196,User9196,63,Female,Surabaya,Jakarta,66.14,Healthy,Domino's Pizza,28,193,12
9197,User9197,54,Male,Jakarta,Jakarta,35.73,Healthy,McDonald's,42,180,1
9198,User9198,46,Female,Bandung,Surabaya,37.47,Healthy,Starbucks,58,182,18
9199,User9199,53,Female,Jakarta,Surabaya,97.36,Beverage,Dunkin' Donuts,44,234,9
9200,User9200,61,Female,Jakarta,Bandung,81.88,Healthy,Jack in the Box,15,441,11
9201,User9201,21,Male,Surabaya,Jakarta,61.97,Fast Food,Dunkin' Donuts,47,249,14
9202,User9202,46,Male,Bandung,Surabaya,70.56,Beverage,Domino's Pizza,23,151,11
9203,User9203,27,Female,Jakarta,Bandung,91.53,Healthy,Pizza Hut,58,254,16
9204,User9204,53,Female,Jakarta,Bandung,82.99,Fast Food,Five Guys,45,120,12
9205,User9205,24,Male,Bandung,Surabaya,94.22,Dessert,Arby's,58,342,10
9206,User9206,33,Female,Surabaya,Jakarta,70.3,Healthy,Pizza Hut,42,134,1
9207,User9207,41,Female,Jakarta,Jakarta,89.7,Fast Food,Burger King,47,281,6
9208,User9208,35,Male,Bandung,Surabaya,18,Healthy,KFC,21,199,1
9209,User9209,56,Female,Bandung,Bandung,61.74,Dessert,Domino's Pizza,31,186,17
9210,User9210,43,Male,Surabaya,Jakarta,79.76,Fast Food,Chick-fil-A,58,454,17
9211,User9211,24,Female,Bandung,Bandung,32.18,Fast Food,Subway,22,69,15
9212,User9212,35,Male,Jakarta,Bandung,58.87,Healthy,Domino's Pizza,55,273,12
9213,User9213,57,Male,Jakarta,Bandung,20.06,Fast Food,Little Caesars,58,330,5
9214,User9214,39,Male,Jakarta,Jakarta,71.86,Dessert,Starbucks,47,198,18
9215,User9215,29,Male,Bandung,Bandung,61.21,Healthy,Burger King,22,410,9
9216,User9216,43,Male,Surabaya,Surabaya,36.84,Fast Food,Burger King,23,98,0
9217,User9217,58,Male,Bandung,Jakarta,41.46,Beverage,Five Guys,36,8,11
9218,User9218,25,Male,Jakarta,Bandung,35.35,Beverage,Sonic Drive-In,23,61,10
9219,User9219,62,Male,Jakarta,Jakarta,29.22,Healthy,Five Guys,22,322,10
9220,User9220,45,Male,Bandung,Bandung,33.99,Beverage,Taco Bell,53,34,17
9221,User9221,63,Male,Bandung,Bandung,52.51,Fast Food,Domino's Pizza,16,308,9
